phone num,Average Duration Call,Average Data Usage,Sum of Money Spending,label
9120146566,0.4267679988731514,633.3546853886736,259.28114693224234,0
9925274364,1.7674092306095912,83.89482702693738,110.60789523662307,0
9151506323,1.5860436819046653,309.47814230330675,1955.4881650755808,0
9153203203,19.776225689971316,888.3263888195767,659.6358907113258,1
9120738744,6.1178870904987805,184.8491827732295,846.2518315205607,0
9120331457,2.1752295402671433,141.2540172065179,716.4658548578374,0
9123561444,3.6974249100147327,287.1494056360441,920.9460457171111,0
9915463058,11.563874963173802,1547.5330763830252,706.9985068318488,0
9913628854,7.334934883787227,1001.4349680682335,166.78566806510696,0
9928442187,4.7007989334700975,421.99904598190716,2229.0281440240838,0
9131583353,11.588515645210698,189.979865650263,2016.3251561816842,0
9126082116,1.5774532808557626,91.04715664867331,324.81981131241304,0
9925644007,0.36109606761985813,1966.2632590544104,592.9992742737553,0
9130441563,0.8724067877831572,366.22483327988584,1253.1296212642521,0
9122866044,30.582506784634088,783.2105997303338,546.6561035421852,1
9927064301,22.43312350492833,16.510641795488223,1330.315875524727,0
9154845675,0.3559268175714878,1350.6331519725702,320.3302786648007,0
9135835360,0.6006656995227975,1585.704253685655,1366.148864686416,0
9920804807,0.09950890703551199,291.8072553699508,1094.9084262485458,0
9915447708,0.9772654736222406,119.38612134994341,1661.9023437687008,0
9157673521,0.8831824428847824,47.62772409450981,504.9246242660397,0
9157305075,9.20095864118087,924.4247161115477,784.09731266201,0
9923013620,3.6999229011475703,2136.264439865353,86.38457475591463,0
9912121625,14.631344562039207,1006.4149444046036,4143.926925346769,1
9131268117,16.14276266212221,244.14837961097064,77.7827462476103,0
9137658433,1.9556223971214575,194.14520388366557,2875.155040412068,0
9915077870,4.923967845917182,241.45226026134097,137.3067889217049,0
9151826542,3.7866622315312757,798.878131981534,2077.732984022963,1
9913552576,2.2600531213666066,1214.1116259505302,554.4345225452735,0
9120787332,15.502341402022967,427.9664911081975,916.4134056879866,0
9146001304,1.7348866324101007,931.9435587485614,924.230302695759,0
9921445822,6.274810420008672,368.7160870162982,2018.8053589732165,0
9141755478,2.6058556570646836,810.1945725594998,1047.7886110549132,0
9134225075,13.069542794673987,137.26113834220095,22.317648678960115,0
9923017833,2.6543343677663227,408.8136211473068,210.0687811819867,0
9150276555,0.8913378628589044,71.02424584436291,65.79780844778406,0
9136700311,3.1992549384691675,65.7545543510349,166.13631974281148,0
9152375844,5.032456919530439,1322.9738560759731,286.8104001765906,0
9141743816,23.37045996794081,90.47589594136137,1190.8165122004962,0
9923415313,10.705805399163639,243.19879133470047,461.625476641501,0
9125580671,26.49434491166179,217.63899134693136,2339.563073309277,1
9914047837,27.609851483770637,940.7412610844466,760.1122947816493,1
9134141638,32.84375870850352,517.3951960146015,872.6673480283393,0
9158712806,2.4748410648635004,1023.5147811216323,1699.3755075788308,1
9123383006,2.597333513301753,450.6921009013514,137.06685798184063,0
9156385186,4.374603935896383,392.60127478073525,224.49192139796705,0
9137420080,10.501436669808339,335.78633539029084,1521.6569707255896,0
9120206166,8.965471088688098,915.3859192690963,1370.7694519928457,0
9132535142,4.663425389525921,522.3159129523226,2.3024790525129903,0
9926064581,7.487720023019424,330.2070216984541,148.9781737413555,0
9140323101,2.6395149075841022,454.43616211219637,17.92435768765445,0
9157338173,7.590741553138699,227.03703899380145,308.3616050024326,0
9127535644,1.7622180077266139,30.10952930166997,2227.4625038782638,0
9135676048,9.801097636453022,449.92951420461014,423.89638822297445,0
9137066641,3.7284575208748603,437.60977165728383,613.0790737301596,0
9135417030,4.166521798237739,209.72728879846366,737.0233265457564,0
9918146080,0.010347371763297045,1379.6330178054188,1602.7035896611799,1
9925362871,24.35068419186556,411.93860130604753,718.7102872673668,0
9154368186,1.3540007184732956,309.204010026276,3001.7206220996527,0
9921464375,7.404978906261923,148.606723663747,1398.0605613782204,0
9158353417,5.063614359208745,215.2042629618927,1748.9343567497892,0
9917117833,12.856450013410413,26.259943326648365,409.73295619497014,0
9122722355,6.347900057621143,2105.3937717856134,44.18328285968676,0
9146734181,2.7119892532702554,773.7674069785564,6984.812218330445,1
9148831557,13.256134124039159,50.62358890684545,1026.96867607724,0
9926510364,4.635957995568773,512.4892054783903,803.40459012424,0
9918888670,4.975913773399853,175.2977617248206,52.38506694259725,0
9924685818,38.170080137244476,2039.8552123667039,816.0074426069203,1
9150501557,1.9868399551849385,139.55516380381556,565.1927766705444,0
9912333733,2.8399826083456077,2728.252594085021,719.7032034535742,0
9928401477,1.5075754988993826,97.32022305290018,200.25248668275535,0
9914155742,7.558784384825597,125.81247684478785,13.324406633233863,0
9912713720,21.004951678474242,129.07064174452654,234.19347854877074,0
9927116132,1.6468690837970035,255.0663390940724,661.9860900985224,0
9136577385,7.938617147024044,143.47676631166468,778.7774937607322,0
9140743248,14.217587607217592,812.6862916032863,837.8355895096988,0
9138128042,46.84195741920664,25.85128536229503,2356.821342414846,1
9134055577,3.9541642965110895,579.0381963413222,1009.5683788864108,0
9151736577,2.8504632428407906,9.125619211386875,1567.0155655625254,0
9152517787,0.4094001159853034,537.5254357940004,1718.0839122539162,0
9150280766,7.849711113359393,19.657419429930222,980.6873796746995,0
9928150744,2.7452774319172626,930.0241859470308,1455.25937401246,0
9151118323,9.538282120410638,97.92740457888284,473.6284649042277,0
9133825436,21.690510583770074,339.97334009147795,234.59199361561534,0
9927362154,34.091530749913474,764.6030040821911,3056.2759648821684,1
9122200854,3.6081895995029623,555.9911636711453,3132.8473264906766,0
9150206268,1.9907306393274942,1936.4456916482025,1297.110346273735,0
9127443221,1.5823407436439014,24.7613787611517,495.30362770203436,0
9915620001,3.462098933657398,37.509292629204936,719.8736396377985,0
9915032655,7.186719171601221,825.6400217970637,919.1856927221299,0
9915246082,0.2907398838721812,27.486767237818782,545.0729301738374,0
9158231523,9.312782019862443,1776.8072016699898,9.850516440065066,0
9142080564,5.191016259846782,444.5006550032926,48.20535335272677,0
9124807248,10.68937948759417,58.067517095770945,684.4789526775736,0
9923705104,27.392551619501077,407.72681363448373,107.09284306035218,0
9121153327,5.756968378094882,309.3008159625861,938.1795350420045,0
9913215200,3.7318891954536304,24.69622052858716,2321.5136684199797,0
9921105538,2.921917406331981,111.83251530935917,1038.814634260211,0
9927162814,7.451867878485505,110.24956863859444,387.42211467899966,0
9155652324,11.986200496904134,379.72883033776066,2736.435775991261,0
9151622342,9.113013612692583,98.1910607665968,584.7430675306233,0
9121716888,4.791496547012805,191.8768520569134,186.25342469800896,0
9911336681,1.45464904880679,14.218655884939459,544.8101785839667,0
9912285260,1.5124742409355127,115.31744802666881,209.15517119050338,0
9142785222,13.13894970112842,1816.9448605927885,789.0113547434016,0
9123101157,10.102892776484032,1.1753257764400895,252.53450128603154,0
9157554516,32.89412939109904,339.43452300721395,12.550097072389072,0
9924563868,20.33599581915633,296.9129481945903,643.6329476351884,0
9158455845,15.562455430475815,417.2561088532702,1116.363023043363,0
9154758643,0.1558957365993022,1053.6945805226942,2068.8646065731223,1
9916127710,7.834776846463654,413.0386284105471,1999.9294377503675,0
9134626053,3.6578971381972067,1038.1683846024923,70.24042431345974,0
9143752750,18.782380922460522,940.2921232378325,1062.3131340774346,1
9151406047,0.6098241007874895,924.9272770332436,2394.920094987823,1
9135243428,1.6712695348724063,926.1871668185959,86.20496849085738,0
9912820657,2.626898023950186,578.2941648910266,4352.351244874068,0
9910410053,4.464909668834548,166.20965648668988,1528.6256533415083,0
9126481602,8.740929819638863,35.856288147396235,27.012543096845874,0
9912330250,3.06550032897166,216.657676487037,2504.680305375216,0
9151145646,8.9819076126066,105.36020898542223,290.08650437694195,0
9924182580,77.48689433734019,362.09512404254195,675.2792976473204,0
9928741613,4.116924057282595,54.48954590691452,813.9371665205518,0
9140125783,6.934451621133917,554.586689854481,56.12797923299258,0
9153574022,17.45660883389248,154.12757371013936,3915.675052784216,1
9156618821,4.272736629262014,797.2817780759541,492.4700901526625,0
9916107656,3.7322147615411696,71.40958136645044,1866.6614006509535,0
9911818270,3.152610982763907,3.4360470430684202,1865.1438060786468,0
9120346660,1.7569859436022308,167.80989466219867,109.96603037317884,0
9134787338,4.528605939670566,260.76014094755016,363.14462786097664,0
9123055527,2.9281120713425137,981.1333957018664,130.1848219767003,0
9132485778,10.80699515528477,222.13472908232853,1516.3440256351746,0
9157084122,14.076821014932078,37.47681968893012,1352.9780651975493,0
9127733626,26.172089310339107,195.31615619333223,1243.128641195781,0
9122624511,0.2693866340936677,240.29217443894572,670.5908316002608,0
9920041086,0.27012373517361377,97.42434073165359,156.8895726886169,0
9145428126,0.07139214063861653,550.0061787534097,1233.8121970567345,0
9123015167,13.170255486761677,492.37600390648964,2279.2123095225284,0
9125682836,0.04870570260611909,691.3680822263867,873.4484346635863,0
9152707756,25.974006592812685,178.63717507881623,1451.1660724859494,0
9121546853,4.835414386476188,19.123903449076245,942.5250703156336,0
9921864780,34.82183149084394,446.89146464416507,955.0371323490122,0
9128710358,3.2707961937826786,242.78791851917785,1067.2840385759582,0
9128178173,2.3426323278916574,7.451303876252018,400.87313978428614,0
9918454830,13.572108249138086,1123.6337375954256,23.760424138681863,0
9152337015,5.707777750036608,272.4310842406279,79.24484352943078,0
9126074571,4.7085434523310745,381.0784033631395,547.0818781911548,0
9125286830,8.414696893889165,1371.0844524020995,0.5261371476089829,0
9154881486,2.7854676602193793,1730.1363649217553,776.3443936268948,0
9913878117,4.180440446095422,88.49262485595835,65.53102967697372,0
9137317310,3.3051929530691697,2048.2762639300145,1262.7181653207433,0
9148223226,17.195619156708517,432.03204964211983,420.38857514894903,0
9918866261,1.5823442008032198,88.51397825351533,1687.524969953073,0
9140346513,20.939124510716756,49.68671459368694,1662.4559551789898,1
9154231468,3.1926526158295836,274.98980945855317,3884.2548472534786,0
9145303408,11.926018462108685,540.363044115296,1710.049773061247,0
9121560347,6.02515608263797,376.16357736759693,1466.8403916728946,0
9132712465,6.194096150846092,911.7531590067633,132.99940289251833,0
9136541762,18.63055276289999,109.11856386503212,2500.6115184137902,1
9121117553,7.263023392000747,23.692786694652057,3184.85601027705,0
9928637331,4.191424707492085,146.8511872423277,1479.1663899304092,0
9135870535,14.9370792634266,1222.8559688896876,84.06011796837905,0
9927378334,13.537248820713248,60.45772609925861,91.95877407374827,0
9153308347,1.6148757663182811,625.9255477877217,280.10057361011246,0
9134771221,7.999706669591568,591.5645424544585,119.78385475889623,0
9146746065,6.15252739403557,7.182857421241673,2905.6008644509466,0
9152685445,3.6593973412112457,164.3548208120463,35.36036999409724,0
9122814161,12.04708885031948,61.610467902812225,1489.2678843140054,0
9131371623,5.120873893106312,299.81853495948167,1123.8781111190253,0
9154413174,11.092972960179647,104.67848473046288,639.7159835223711,0
9131861437,1.3284203739057034,357.66364323168375,930.3065369759365,0
9147532455,2.8912902237885376,14.850291443622755,77.23122939861058,0
9910133461,6.671236483341895,51.765938192636405,2230.687779689996,0
9135286341,2.6103069194044046,1084.8110349785222,474.77971880721265,0
9913274786,21.85458481611502,182.33618488431526,134.94551889156864,0
9153828251,1.9990522709160155,150.217769945853,196.3062200827419,0
9916818304,58.06671684836076,738.4979263336683,459.3105776369196,1
9131058632,5.458437592819489,329.71596149816776,136.6711870186378,0
9143707374,0.8394329213830949,378.3973709998656,789.4823428198769,0
9148438428,9.285701862146329,691.2512449573094,222.20636507661146,0
9911451212,12.34742064395008,584.8288271822686,296.4916885026744,0
9926873612,7.278846658979123,162.20664312120553,443.6822539302224,0
9125077542,2.0982939128432387,348.74878723289635,488.53642580991686,0
9920423552,5.844156976944418,984.3634621999066,286.6322537175298,0
9137743623,22.20090152690258,414.35279414359894,194.63153503194386,0
9158082466,0.9458059578971055,59.34166258183194,69.26343592037493,0
9130313671,8.374224663824673,490.63186428722986,408.40921224644126,0
9128228622,2.2527128843451427,1050.9452039783525,238.1817066076502,0
9925673566,10.146955438427534,128.49538554731814,1224.3105662101284,0
9136504024,3.0023915380177413,89.15837781132286,1202.265016458571,0
9926118624,1.5291952472868475,355.85386028894385,241.01846932800527,0
9130548756,0.03359396475908051,478.59999167592025,678.2010615673036,0
9131554252,4.5368646041242515,596.4212584203891,110.68370003907008,0
9917768708,1.3840826643933182,194.31783405901297,1187.8484892270317,0
9917428353,0.17463269515475704,55.350071491800605,1091.992337430498,0
9137804638,9.936479693763406,639.4019195952034,8006.190816739973,0
9916746545,7.8641814117671425,39.50105686938274,866.1856838704815,0
9133784804,5.9264967189511335,2036.133605926735,2453.498358031361,1
9137657841,7.733138949898832,1437.8282306439824,386.5320110956472,0
9125424755,18.488553533834413,471.35761016951284,676.3445779799865,0
9141845653,3.9922433594086035,606.81484624087,254.14895467414124,0
9922220522,9.742123449922712,871.6048690749719,353.6491354849784,0
9921783851,4.711428402942052,496.3715548167029,1394.3495975451362,0
9911434820,15.408665746999507,232.98485589877177,1003.4870307042152,0
9912241765,0.3990632161981784,296.31704705109667,190.63080310416413,0
9137646215,6.782406045485971,161.6966818696549,31.477307140591332,0
9928757370,4.221158427818676,367.6872741780584,3426.386280591219,0
9150604231,42.91500107882718,628.8764426364605,1258.6985381777567,0
9917620184,23.472999563144107,151.04385836259337,448.3835471696197,0
9148026616,2.0836090691325326,46.67663289431914,2106.9985224584416,0
9917810285,24.196828048193023,467.0702357043054,404.53788709132135,0
9918726417,12.169236597410755,836.789380466922,2561.46028933715,1
9142222860,0.8468797888804118,827.7934220336431,677.7471059734752,0
9925030182,3.8435918214728164,545.842047224626,1042.2927957489783,0
